customer_id,atm_id,latitude,longitude,timestamp,amount
CUST_0209,ATM_001,12.979051,80.218826,2024-01-03 01:39:48,1000.0
CUST_0339,ATM_017,12.999838,80.197307,2024-01-03 04:08:28,2500.0
CUST_0284,ATM_017,12.999838,80.197307,2024-01-03 04:37:43,4000.0
CUST_0400,ATM_005,12.964558,80.229038,2024-01-03 04:51:33,3000.0
CUST_0156,ATM_006,12.964649,80.213914,2024-01-03 06:42:08,3000.0
CUST_0464,ATM_005,12.964558,80.229038,2024-01-03 06:55:10,3500.0
CUST_0249,ATM_018,13.009871,80.19535,2024-01-03 07:24:50,4000.0
CUST_0114,ATM_001,12.979051,80.218826,2024-01-03 08:01:35,2000.0
CUST_0333,ATM_016,12.99278,80.232227,2024-01-03 08:11:52,2500.0
CUST_0043,ATM_006,12.964649,80.213914,2024-01-03 09:27:57,4500.0
CUST_0447,ATM_009,12.924743,80.251285,2024-01-03 10:13:49,3500.0
CUST_0373,ATM_018,13.009871,80.19535,2024-01-03 11:19:46,1000.0
CUST_0134,ATM_009,12.924743,80.251285,2024-01-03 11:20:18,2500.0
CUST_0150,ATM_020,12.984062,80.212362,2024-01-03 11:24:56,500.0
CUST_0144,ATM_007,12.975229,80.192201,2024-01-03 11:26:11,2000.0
CUST_0147,ATM_014,12.92198,80.252514,2024-01-03 12:44:11,2500.0
CUST_0494,ATM_010,12.92684,80.216754,2024-01-03 12:47:14,1500.0
CUST_0002,ATM_016,12.99278,80.232227,2024-01-03 13:09:43,2000.0
CUST_0275,ATM_006,12.964649,80.213914,2024-01-03 14:09:06,1500.0
CUST_0110,ATM_004,12.995288,80.232412,2024-01-03 14:11:08,2500.0
CUST_0009,ATM_015,12.992792,80.2065,2024-01-03 14:28:22,2500.0
CUST_0303,ATM_004,12.995288,80.232412,2024-01-03 14:51:37,4000.0
CUST_0112,ATM_009,12.924743,80.251285,2024-01-03 15:49:41,2000.0
CUST_0116,ATM_007,12.975229,80.192201,2024-01-03 16:25:20,2000.0
CUST_0013,ATM_015,12.992792,80.2065,2024-01-03 16:46:12,1500.0
CUST_0458,ATM_013,12.934112,80.247218,2024-01-03 17:37:36,3500.0
CUST_0044,ATM_018,13.009871,80.19535,2024-01-03 17:38:26,5500.0
CUST_0099,ATM_005,12.964558,80.229038,2024-01-03 17:54:41,4500.0
CUST_0102,ATM_006,12.964649,80.213914,2024-01-03 18:07:35,5000.0
CUST_0361,ATM_005,12.964558,80.229038,2024-01-03 18:18:37,3500.0
CUST_0129,ATM_014,12.92198,80.252514,2024-01-03 18:52:31,7000.0
CUST_0327,ATM_012,12.946351,80.216505,2024-01-03 18:57:45,5000.0
CUST_0126,ATM_006,12.964649,80.213914,2024-01-03 18:57:48,3500.0
CUST_0357,ATM_007,12.975229,80.192201,2024-01-03 19:15:20,7000.0
CUST_0389,ATM_007,12.975229,80.192201,2024-01-03 19:42:44,4500.0
CUST_0269,ATM_017,12.999838,80.197307,2024-01-03 19:58:19,6500.0
CUST_0040,ATM_016,12.99278,80.232227,2024-01-03 21:16:05,3000.0
CUST_0387,ATM_013,12.934112,80.247218,2024-01-03 21:45:34,3500.0
CUST_0488,ATM_012,12.946351,80.216505,2024-01-03 22:14:25,3500.0
CUST_0194,ATM_013,12.934112,80.247218,2024-01-03 22:18:22,2500.0
CUST_0349,ATM_014,12.92198,80.252514,2024-01-03 22:33:41,1500.0
CUST_0209,ATM_004,12.995288,80.232412,2024-01-03 22:49:58,2500.0
CUST_0238,ATM_020,12.984062,80.212362,2024-01-03 23:23:53,4000.0
CUST_0311,ATM_020,12.984062,80.212362,2024-01-03 23:46:29,2000.0
CUST_0064,ATM_016,12.99278,80.232227,2024-01-03 23:50:14,2000.0
CUST_0283,ATM_005,12.964558,80.229038,2024-01-04 00:10:51,3000.0
CUST_0426,ATM_018,13.009871,80.19535,2024-01-04 01:32:49,2000.0
CUST_0110,ATM_018,13.009871,80.19535,2024-01-04 03:09:06,2000.0
CUST_0156,ATM_006,12.964649,80.213914,2024-01-04 06:19:04,3000.0
CUST_0356,ATM_013,12.934112,80.247218,2024-01-04 06:43:51,3500.0
CUST_0289,ATM_008,12.910502,80.233754,2024-01-04 06:52:41,4000.0
CUST_0113,ATM_002,12.981315,80.243745,2024-01-04 07:07:18,4500.0
CUST_0449,ATM_002,12.981315,80.243745,2024-01-04 07:36:31,2500.0
CUST_0205,ATM_016,12.99278,80.232227,2024-01-04 07:42:23,2000.0
CUST_0357,ATM_007,12.975229,80.192201,2024-01-04 07:44:14,4000.0
CUST_0065,ATM_020,12.984062,80.212362,2024-01-04 07:44:55,4000.0
CUST_0146,ATM_011,12.974313,80.240484,2024-01-04 08:04:41,2500.0
CUST_0125,ATM_015,12.992792,80.2065,2024-01-04 08:12:57,2500.0
CUST_0105,ATM_015,12.992792,80.2065,2024-01-04 08:36:18,3000.0
CUST_0179,ATM_014,12.92198,80.252514,2024-01-04 08:40:16,2500.0
CUST_0220,ATM_014,12.92198,80.252514,2024-01-04 08:42:46,2500.0
CUST_0417,ATM_011,12.974313,80.240484,2024-01-04 09:20:24,3500.0
CUST_0304,ATM_009,12.924743,80.251285,2024-01-04 11:05:46,2500.0
CUST_0048,ATM_014,12.92198,80.252514,2024-01-04 11:12:41,2000.0
CUST_0485,ATM_015,12.992792,80.2065,2024-01-04 11:17:13,1500.0
CUST_0129,ATM_014,12.92198,80.252514,2024-01-04 12:20:28,4500.0
CUST_0398,ATM_009,12.924743,80.251285,2024-01-04 14:27:07,1000.0
CUST_0327,ATM_015,12.992792,80.2065,2024-01-04 15:28:43,4000.0
CUST_0405,ATM_008,12.910502,80.233754,2024-01-04 15:34:51,2500.0
CUST_0452,ATM_007,12.975229,80.192201,2024-01-04 15:54:22,2500.0
CUST_0258,ATM_012,12.946351,80.216505,2024-01-04 16:37:28,2000.0
CUST_0283,ATM_016,12.99278,80.232227,2024-01-04 16:57:30,2500.0
CUST_0196,ATM_002,12.981315,80.243745,2024-01-04 17:05:57,4000.0
CUST_0114,ATM_001,12.979051,80.218826,2024-01-04 17:08:59,5000.0
CUST_0030,ATM_002,12.981315,80.243745,2024-01-04 17:45:18,6000.0
CUST_0094,ATM_012,12.946351,80.216505,2024-01-04 18:12:56,5500.0
CUST_0362,ATM_001,12.979051,80.218826,2024-01-04 18:49:51,4500.0
CUST_0224,ATM_017,12.999838,80.197307,2024-01-04 18:59:05,6000.0
CUST_0356,ATM_016,12.99278,80.232227,2024-01-04 19:00:58,4500.0
CUST_0236,ATM_008,12.910502,80.233754,2024-01-04 19:09:00,4000.0
CUST_0456,ATM_012,12.946351,80.216505,2024-01-04 19:09:31,4000.0
CUST_0401,ATM_006,12.964649,80.213914,2024-01-04 19:23:03,5000.0
CUST_0241,ATM_008,12.910502,80.233754,2024-01-04 19:56:08,3000.0
CUST_0287,ATM_018,13.009871,80.19535,2024-01-04 21:08:05,2500.0
CUST_0204,ATM_012,12.946351,80.216505,2024-01-04 21:56:51,2000.0
CUST_0237,ATM_012,12.946351,80.216505,2024-01-04 22:00:25,3500.0
CUST_0060,ATM_001,12.979051,80.218826,2024-01-04 22:00:43,2000.0
CUST_0400,ATM_005,12.964558,80.229038,2024-01-04 22:39:04,1000.0
CUST_0181,ATM_013,12.934112,80.247218,2024-01-04 22:43:43,3000.0
CUST_0467,ATM_012,12.946351,80.216505,2024-01-04 22:48:03,2500.0
CUST_0325,ATM_001,12.979051,80.218826,2024-01-04 22:54:07,2000.0
CUST_0129,ATM_014,12.92198,80.252514,2024-01-04 22:55:20,1500.0
CUST_0185,ATM_008,12.910502,80.233754,2024-01-04 23:11:29,1000.0
CUST_0100,ATM_002,12.981315,80.243745,2024-01-04 23:18:49,3500.0
CUST_0312,ATM_001,12.979051,80.218826,2024-01-04 23:38:16,2500.0
CUST_0098,ATM_001,12.979051,80.218826,2024-01-04 23:51:19,2000.0
CUST_0440,ATM_014,12.92198,80.252514,2024-01-04 23:58:30,3000.0
CUST_0366,ATM_010,12.92684,80.216754,2024-01-05 00:26:56,4000.0
CUST_0251,ATM_006,12.964649,80.213914,2024-01-05 00:31:35,2500.0
CUST_0119,ATM_006,12.964649,80.213914,2024-01-05 00:58:14,2500.0
CUST_0411,ATM_010,12.92684,80.216754,2024-01-05 01:03:59,2500.0
CUST_0176,ATM_015,12.992792,80.2065,2024-01-05 01:25:05,3500.0
CUST_0432,ATM_001,12.979051,80.218826,2024-01-05 01:45:31,4000.0
CUST_0337,ATM_013,12.934112,80.247218,2024-01-05 04:11:14,1500.0
CUST_0438,ATM_013,12.934112,80.247218,2024-01-05 06:45:16,3000.0
CUST_0170,ATM_015,12.992792,80.2065,2024-01-05 06:59:11,2500.0
CUST_0002,ATM_020,12.984062,80.212362,2024-01-05 07:01:25,3000.0
CUST_0496,ATM_018,13.009871,80.19535,2024-01-05 07:24:48,3500.0
CUST_0434,ATM_001,12.979051,80.218826,2024-01-05 07:45:10,1000.0
CUST_0049,ATM_003,12.968088,80.217388,2024-01-05 08:01:21,2000.0
CUST_0460,ATM_001,12.979051,80.218826,2024-01-05 08:08:57,1000.0
CUST_0007,ATM_019,13.002506,80.186484,2024-01-05 08:14:18,2000.0
CUST_0176,ATM_015,12.992792,80.2065,2024-01-05 09:57:16,4500.0
CUST_0134,ATM_010,12.92684,80.216754,2024-01-05 11:03:19,2000.0
CUST_0495,ATM_010,12.92684,80.216754,2024-01-05 11:08:20,2000.0
CUST_0122,ATM_006,12.964649,80.213914,2024-01-05 11:17:06,2000.0
CUST_0291,ATM_007,12.975229,80.192201,2024-01-05 11:37:07,1500.0
CUST_0455,ATM_008,12.910502,80.233754,2024-01-05 11:52:50,2000.0
CUST_0126,ATM_002,12.981315,80.243745,2024-01-05 12:28:36,1000.0
CUST_0039,ATM_004,12.995288,80.232412,2024-01-05 13:26:24,3000.0
CUST_0022,ATM_003,12.968088,80.217388,2024-01-05 14:06:51,1000.0
CUST_0057,ATM_004,12.995288,80.232412,2024-01-05 14:12:49,1500.0
CUST_0188,ATM_018,13.009871,80.19535,2024-01-05 14:32:42,3000.0
CUST_0375,ATM_004,12.995288,80.232412,2024-01-05 14:49:51,1000.0
CUST_0106,ATM_006,12.964649,80.213914,2024-01-05 15:20:47,3500.0
CUST_0442,ATM_005,12.964558,80.229038,2024-01-05 15:35:44,1500.0
CUST_0339,ATM_019,13.002506,80.186484,2024-01-05 15:49:30,1000.0
CUST_0344,ATM_002,12.981315,80.243745,2024-01-05 16:14:40,1500.0
CUST_0077,ATM_019,13.002506,80.186484,2024-01-05 16:52:01,2000.0
CUST_0264,ATM_016,12.99278,80.232227,2024-01-05 17:18:20,6000.0
CUST_0416,ATM_014,12.92198,80.252514,2024-01-05 18:13:22,4500.0
CUST_0464,ATM_005,12.964558,80.229038,2024-01-05 18:24:55,4000.0
CUST_0093,ATM_006,12.964649,80.213914,2024-01-05 18:55:06,4500.0
CUST_0241,ATM_008,12.910502,80.233754,2024-01-05 19:35:12,5500.0
CUST_0256,ATM_009,12.924743,80.251285,2024-01-05 19:57:18,3500.0
CUST_0173,ATM_006,12.964649,80.213914,2024-01-05 20:17:29,1500.0
CUST_0329,ATM_004,12.995288,80.232412,2024-01-05 21:39:05,2500.0
CUST_0356,ATM_013,12.934112,80.247218,2024-01-05 22:19:04,2000.0
CUST_0036,ATM_009,12.924743,80.251285,2024-01-05 23:23:44,2500.0
CUST_0066,ATM_013,12.934112,80.247218,2024-01-05 23:37:10,3000.0
CUST_0146,ATM_011,12.974313,80.240484,2024-01-06 00:26:19,2500.0
CUST_0440,ATM_014,12.92198,80.252514,2024-01-06 00:59:24,2000.0
CUST_0061,ATM_012,12.946351,80.216505,2024-01-06 02:27:47,3000.0
CUST_0101,ATM_002,12.981315,80.243745,2024-01-06 04:26:16,4000.0
CUST_0037,ATM_020,12.984062,80.212362,2024-01-06 06:08:57,3000.0
CUST_0305,ATM_008,12.910502,80.233754,2024-01-06 06:21:23,4500.0
CUST_0480,ATM_008,12.910502,80.233754,2024-01-06 06:42:48,5000.0
CUST_0355,ATM_009,12.924743,80.251285,2024-01-06 07:16:36,4000.0
CUST_0355,ATM_009,12.924743,80.251285,2024-01-06 08:19:49,1500.0
CUST_0343,ATM_019,13.002506,80.186484,2024-01-06 09:22:03,3000.0
CUST_0140,ATM_010,12.92684,80.216754,2024-01-06 10:24:28,1500.0
CUST_0134,ATM_010,12.92684,80.216754,2024-01-06 11:51:24,2000.0
CUST_0109,ATM_017,12.999838,80.197307,2024-01-06 12:02:46,3500.0
CUST_0053,ATM_017,12.999838,80.197307,2024-01-06 12:09:16,1500.0
CUST_0470,ATM_018,13.009871,80.19535,2024-01-06 12:09:35,2500.0
CUST_0325,ATM_001,12.979051,80.218826,2024-01-06 12:25:09,1500.0
CUST_0243,ATM_008,12.910502,80.233754,2024-01-06 13:28:43,3000.0
CUST_0191,ATM_013,12.934112,80.247218,2024-01-06 13:35:26,2500.0
CUST_0426,ATM_018,13.009871,80.19535,2024-01-06 13:43:18,2500.0
CUST_0313,ATM_017,12.999838,80.197307,2024-01-06 13:44:12,2000.0
CUST_0280,ATM_003,12.968088,80.217388,2024-01-06 14:05:28,1500.0
CUST_0074,ATM_019,13.002506,80.186484,2024-01-06 14:28:19,1000.0
CUST_0098,ATM_001,12.979051,80.218826,2024-01-06 14:57:35,2000.0
CUST_0264,ATM_018,13.009871,80.19535,2024-01-06 15:18:41,500.0
CUST_0143,ATM_004,12.995288,80.232412,2024-01-06 15:25:25,3500.0
CUST_0249,ATM_017,12.999838,80.197307,2024-01-06 15:35:30,2000.0
CUST_0161,ATM_011,12.974313,80.240484,2024-01-06 16:23:59,1500.0
CUST_0058,ATM_002,12.981315,80.243745,2024-01-06 16:59:11,1000.0
CUST_0494,ATM_010,12.92684,80.216754,2024-01-06 17:53:41,3500.0
CUST_0154,ATM_016,12.99278,80.232227,2024-01-06 18:19:13,4000.0
CUST_0348,ATM_003,12.968088,80.217388,2024-01-06 18:23:08,7500.0
CUST_0123,ATM_003,12.968088,80.217388,2024-01-06 18:30:27,4000.0
CUST_0060,ATM_001,12.979051,80.218826,2024-01-06 19:17:02,7000.0
CUST_0324,ATM_011,12.974313,80.240484,2024-01-06 19:31:41,2500.0
CUST_0499,ATM_002,12.981315,80.243745,2024-01-06 19:48:32,8000.0
CUST_0091,ATM_011,12.974313,80.240484,2024-01-06 19:51:40,6500.0
CUST_0401,ATM_007,12.975229,80.192201,2024-01-06 20:56:03,5000.0
CUST_0288,ATM_016,12.99278,80.232227,2024-01-06 21:05:55,2000.0
CUST_0328,ATM_014,12.92198,80.252514,2024-01-06 21:51:12,2500.0
CUST_0278,ATM_012,12.946351,80.216505,2024-01-06 21:52:15,4500.0
CUST_0001,ATM_020,12.984062,80.212362,2024-01-06 22:45:20,2000.0
CUST_0266,ATM_011,12.974313,80.240484,2024-01-06 22:57:52,3000.0
CUST_0172,ATM_003,12.968088,80.217388,2024-01-06 22:58:38,3000.0
CUST_0034,ATM_010,12.92684,80.216754,2024-01-06 22:59:54,3000.0
CUST_0495,ATM_010,12.92684,80.216754,2024-01-07 00:10:01,1000.0
CUST_0135,ATM_008,12.910502,80.233754,2024-01-07 00:12:19,1500.0
CUST_0350,ATM_006,12.964649,80.213914,2024-01-07 04:32:42,2000.0
CUST_0436,ATM_009,12.924743,80.251285,2024-01-07 06:36:27,2500.0
CUST_0250,ATM_018,13.009871,80.19535,2024-01-07 07:10:03,3500.0
CUST_0403,ATM_020,12.984062,80.212362,2024-01-07 07:37:51,4000.0
CUST_0303,ATM_013,12.934112,80.247218,2024-01-07 07:39:20,7000.0
CUST_0174,ATM_004,12.995288,80.232412,2024-01-07 07:57:40,4000.0
CUST_0272,ATM_013,12.934112,80.247218,2024-01-07 08:25:14,2000.0
CUST_0016,ATM_014,12.92198,80.252514,2024-01-07 08:43:54,3500.0
CUST_0470,ATM_016,12.99278,80.232227,2024-01-07 09:21:10,3000.0
CUST_0207,ATM_006,12.964649,80.213914,2024-01-07 09:51:36,3000.0
CUST_0257,ATM_004,12.995288,80.232412,2024-01-07 10:04:47,2500.0
CUST_0321,ATM_003,12.968088,80.217388,2024-01-07 10:36:14,3000.0
CUST_0200,ATM_010,12.92684,80.216754,2024-01-07 10:46:32,4000.0
CUST_0494,ATM_010,12.92684,80.216754,2024-01-07 10:58:10,5500.0
CUST_0258,ATM_014,12.92198,80.252514,2024-01-07 11:07:42,2000.0
CUST_0408,ATM_009,12.924743,80.251285,2024-01-07 11:17:27,2000.0
CUST_0140,ATM_010,12.92684,80.216754,2024-01-07 11:33:20,2000.0
CUST_0161,ATM_011,12.974313,80.240484,2024-01-07 12:27:56,2000.0
CUST_0202,ATM_006,12.964649,80.213914,2024-01-07 13:11:12,1500.0
CUST_0257,ATM_002,12.981315,80.243745,2024-01-07 13:28:48,1500.0
CUST_0197,ATM_003,12.968088,80.217388,2024-01-07 13:29:28,2000.0
CUST_0306,ATM_012,12.946351,80.216505,2024-01-07 13:51:51,2500.0
CUST_0262,ATM_006,12.964649,80.213914,2024-01-07 14:51:33,2500.0
CUST_0470,ATM_016,12.99278,80.232227,2024-01-07 15:01:57,1500.0
CUST_0272,ATM_013,12.934112,80.247218,2024-01-07 15:27:34,2500.0
CUST_0081,ATM_007,12.975229,80.192201,2024-01-07 15:28:51,1500.0
CUST_0368,ATM_010,12.92684,80.216754,2024-01-07 15:37:42,1500.0
CUST_0307,ATM_004,12.995288,80.232412,2024-01-07 16:00:53,3000.0
CUST_0205,ATM_016,12.99278,80.232227,2024-01-07 16:15:52,1500.0
CUST_0077,ATM_019,13.002506,80.186484,2024-01-07 17:43:56,5000.0
CUST_0302,ATM_019,13.002506,80.186484,2024-01-07 18:50:20,7000.0
CUST_0166,ATM_005,12.964558,80.229038,2024-01-07 19:11:15,5000.0
CUST_0392,ATM_006,12.964649,80.213914,2024-01-07 19:12:31,5000.0
CUST_0338,ATM_004,12.995288,80.232412,2024-01-07 19:58:27,2500.0
CUST_0326,ATM_012,12.946351,80.216505,2024-01-07 20:07:45,3500.0
CUST_0219,ATM_006,12.964649,80.213914,2024-01-07 20:08:09,2500.0
CUST_0019,ATM_001,12.979051,80.218826,2024-01-07 20:17:26,3000.0
CUST_0350,ATM_006,12.964649,80.213914,2024-01-07 20:42:40,6500.0
CUST_0057,ATM_001,12.979051,80.218826,2024-01-07 20:51:13,4500.0
CUST_0076,ATM_002,12.981315,80.243745,2024-01-07 21:03:45,3500.0
CUST_0081,ATM_007,12.975229,80.192201,2024-01-07 22:35:17,3000.0
CUST_0474,ATM_009,12.924743,80.251285,2024-01-07 22:38:33,3500.0
CUST_0307,ATM_004,12.995288,80.232412,2024-01-07 22:55:26,2500.0
CUST_0441,ATM_009,12.924743,80.251285,2024-01-07 23:38:30,3000.0
CUST_0149,ATM_015,12.992792,80.2065,2024-01-08 00:36:12,2500.0
CUST_0234,ATM_006,12.964649,80.213914,2024-01-08 01:08:48,3000.0
CUST_0097,ATM_019,13.002506,80.186484,2024-01-08 01:39:11,2000.0
CUST_0231,ATM_009,12.924743,80.251285,2024-01-08 03:06:39,3500.0
CUST_0385,ATM_006,12.964649,80.213914,2024-01-08 04:00:11,1000.0
CUST_0474,ATM_009,12.924743,80.251285,2024-01-08 06:03:36,5500.0
CUST_0335,ATM_015,12.992792,80.2065,2024-01-08 06:19:10,4500.0
CUST_0182,ATM_020,12.984062,80.212362,2024-01-08 06:21:55,2000.0
CUST_0150,ATM_020,12.984062,80.212362,2024-01-08 06:29:20,3000.0
CUST_0040,ATM_016,12.99278,80.232227,2024-01-08 06:58:06,2000.0
CUST_0499,ATM_003,12.968088,80.217388,2024-01-08 07:10:22,2500.0
CUST_0260,ATM_010,12.92684,80.216754,2024-01-08 07:39:58,3000.0
CUST_0408,ATM_009,12.924743,80.251285,2024-01-08 07:52:44,4000.0
CUST_0099,ATM_005,12.964558,80.229038,2024-01-08 07:58:18,2500.0
CUST_0079,ATM_017,12.999838,80.197307,2024-01-08 08:01:00,4000.0
CUST_0395,ATM_006,12.964649,80.213914,2024-01-08 09:07:08,3500.0
CUST_0165,ATM_018,13.009871,80.19535,2024-01-08 10:23:32,3000.0
CUST_0076,ATM_002,12.981315,80.243745,2024-01-08 11:16:32,2000.0
CUST_0412,ATM_011,12.974313,80.240484,2024-01-08 12:11:18,2500.0
CUST_0390,ATM_009,12.924743,80.251285,2024-01-08 12:15:51,1500.0
CUST_0331,ATM_011,12.974313,80.240484,2024-01-08 12:41:34,2000.0
CUST_0037,ATM_020,12.984062,80.212362,2024-01-08 13:01:37,2000.0
